id,title,url,audioUrl,imageUrl,duration,author,authorLink,published,plays,likes,style,lyrics,version,playlist,sourceFiles
daa4c26a-48f9-427c-a9c2-7bd7a8338825,Echoes of Moonlight (Remastered),https://suno.com/song/daa4c26a-48f9-427c-a9c2-7bd7a8338825,https://cdn1.suno.ai/daa4c26a-48f9-427c-a9c2-7bd7a8338825.mp3,https://cdn2.suno.ai/image_daa4c26a-48f9-427c-a9c2-7bd7a8338825.jpeg,3:15,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:15 AM",5,,acoustic indie-folk rock edgy,"[Verse]
In moonlit alleys we used to sing
Now I roam these streets alone
Beneath the stars my heart it stings
Darkened nights I've always known
[Verse 2]
Love was sweet but now it's gone
Echoes of a distant tune
Howling cat took my song
Left me with this heavy gloom
[Chorus]
No more love songs in the night
Only echoes of our fight
Broken dreams they scatter wide
In this alley where I hide
[Verse 3]
I tried to win your heart in vain
Sung my soul beneath the moon
But your love was just a chain
Now I howl a different tune
[Bridge]
No more kisses in the rain
No more songs without the pain
Freedom found in broken chains
Raccoon heartbeats gone insane
[Chorus]
No more love songs in the night
Only echoes of our fight
Broken dreams they scatter wide
In this alley where I hide
",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
13d7cb89-85fc-426c-be95-f46af94d0c30,Sammy's Serenade (Remastered)2,https://suno.com/song/13d7cb89-85fc-426c-be95-f46af94d0c30,https://cdn1.suno.ai/13d7cb89-85fc-426c-be95-f46af94d0c30.mp3,https://cdn2.suno.ai/image_13d7cb89-85fc-426c-be95-f46af94d0c30.jpeg,3:54,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:17 AM",4,,humorous acoustic folk-rock,"Sammy sang in moonlit nights

With raccoon band and alley lights
Love ballads soft in the dark
Till one night love left a mark
[Verse 2]
Howling cat took Sammy's throne
Winning contest all alone
Sammy's heart was torn in twos
Music now laced with blues
[Chorus]
Oh Sammy why oh why
Did the alley cat steal your sky
Once you sang of love and light
Now your songs bite in the night
[Verse 3]
Raccoon band plays out of tune
Since that fateful night in June
Howling cat's song took the crowd
Left poor Sammy crying loud
[Verse 4]
Sammy’s tunes have lost their glee
Heartbreak under the willow tree

Ballads now with teeth and claws
Raccoons play with hidden flaws

[Bridge]
Moonlit alleys still remember
Songs of love in soft September
Sammy sings with feral spite
Turning love into a fight",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
3a51190e-a556-4d69-bcbb-3df47162c924,Sammy's Serenade (Remastered),https://suno.com/song/3a51190e-a556-4d69-bcbb-3df47162c924,https://cdn1.suno.ai/3a51190e-a556-4d69-bcbb-3df47162c924.mp3,https://cdn2.suno.ai/image_3a51190e-a556-4d69-bcbb-3df47162c924.jpeg,3:54,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:17 AM",6,,humorous acoustic folk-rock,"Sammy sang in moonlit nights

With raccoon band and alley lights
Love ballads soft in the dark
Till one night love left a mark
[Verse 2]
Howling cat took Sammy's throne
Winning contest all alone
Sammy's heart was torn in twos
Music now laced with blues
[Chorus]
Oh Sammy why oh why
Did the alley cat steal your sky
Once you sang of love and light
Now your songs bite in the night
[Verse 3]
Raccoon band plays out of tune
Since that fateful night in June
Howling cat's song took the crowd
Left poor Sammy crying loud
[Verse 4]
Sammy’s tunes have lost their glee
Heartbreak under the willow tree

Ballads now with teeth and claws
Raccoons play with hidden flaws

[Bridge]
Moonlit alleys still remember
Songs of love in soft September
Sammy sings with feral spite
Turning love into a fight",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
57838ee5-673a-4243-bbdb-fc96909da1c5,Kings and Queens of Litter (Remastered),https://suno.com/song/57838ee5-673a-4243-bbdb-fc96909da1c5,https://cdn1.suno.ai/57838ee5-673a-4243-bbdb-fc96909da1c5.mp3,https://cdn2.suno.ai/image_57838ee5-673a-4243-bbdb-fc96909da1c5.jpeg,3:59,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:18 AM",7,,grunge-raccoon acoustic indie-folk,"[Verse]
In the shadows where the alley cats prowl
Broken dreams and shattered glass
East of town
We scavenge treasure from the tale of the city’s frown
Live fast
Live trash
Beneath the moon’s hostile howl

[Verse 2]
By the fire's orange glow
Our kingdom rises from the scrap
She hums the blues of a life caught in the traps
Rusty hearts beating in sync
Wrapped in plastic wrap
We're royalty of refuse
Love in a discarded map

[Chorus]
Love is rubbish
Let's get trashy in the moonlight
Kings and queens of litter
In the city's blight
With dumpsters for a throne
And cans filled with delight
We find love burning bright by the polluted light

[Verse 3]
Her eyes are diamonds among the broken bottles
We drink cheap wine from a paper bag throttle
Stories of old stardust
Told in street lamp wattles
With every beat from the drum of an empty milk bottle

[Verse 4]
The stray dogs bark a mournful tune
Alley's symphony
Our romance is feral
Wild as the wind
Unchained
Free
No fancy words
Nor clean papers decree
In the trash we thrive
Hearts wild and debris

[Chorus]
Love is rubbish
Let's get trashy in the moonlight
Kings and queens of litter
In the city's blight
With dumpsters for a throne
And cans filled with delight
We find love burning bright by the polluted light",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
056f0d6b-8b18-4e5d-a6f6-d2185b5f5da3,Kings and Queens of Litter (Remastered)1,https://suno.com/song/056f0d6b-8b18-4e5d-a6f6-d2185b5f5da3,https://cdn1.suno.ai/056f0d6b-8b18-4e5d-a6f6-d2185b5f5da3.mp3,https://cdn2.suno.ai/image_056f0d6b-8b18-4e5d-a6f6-d2185b5f5da3.jpeg,3:59,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:18 AM",8,,grunge-raccoon acoustic indie-folk,"[Verse]
In the shadows where the alley cats prowl
Broken dreams and shattered glass
East of town
We scavenge treasure from the tale of the city’s frown
Live fast
Live trash
Beneath the moon’s hostile howl

[Verse 2]
By the fire's orange glow
Our kingdom rises from the scrap
She hums the blues of a life caught in the traps
Rusty hearts beating in sync
Wrapped in plastic wrap
We're royalty of refuse
Love in a discarded map

[Chorus]
Love is rubbish
Let's get trashy in the moonlight
Kings and queens of litter
In the city's blight
With dumpsters for a throne
And cans filled with delight
We find love burning bright by the polluted light

[Verse 3]
Her eyes are diamonds among the broken bottles
We drink cheap wine from a paper bag throttle
Stories of old stardust
Told in street lamp wattles
With every beat from the drum of an empty milk bottle

[Verse 4]
The stray dogs bark a mournful tune
Alley's symphony
Our romance is feral
Wild as the wind
Unchained
Free
No fancy words
Nor clean papers decree
In the trash we thrive
Hearts wild and debris

[Chorus]
Love is rubbish
Let's get trashy in the moonlight
Kings and queens of litter
In the city's blight
With dumpsters for a throne
And cans filled with delight
We find love burning bright by the polluted light",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
11d1abc7-f61d-4f4a-bd1f-6493c9d815c2,in This aLLey Where i HiDe (Remastered),https://suno.com/song/11d1abc7-f61d-4f4a-bd1f-6493c9d815c2,https://cdn1.suno.ai/11d1abc7-f61d-4f4a-bd1f-6493c9d815c2.mp3,https://cdn2.suno.ai/image_11d1abc7-f61d-4f4a-bd1f-6493c9d815c2.jpeg,3:15,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:18 AM",12,,acoustic indie-folk rock edgy,"[Verse]
In moonlit alleys we used to sing
Now I roam these streets alone
Beneath the stars my heart it stings
Darkened nights I've always known
[Verse 2]
Love was sweet but now it's gone
Echoes of a distant tune
Howling cat took my song
Left me with this heavy gloom
[Chorus]
No more love songs in the night
Only echoes of our fight
Broken dreams they scatter wide
In this alley where I hide
[Verse 3]
I tried to win your heart in vain
Sung my soul beneath the moon
But your love was just a chain
Now I howl a different tune
[Bridge]
No more kisses in the rain
No more songs without the pain
Freedom found in broken chains
Raccoon heartbeats gone insane
[Chorus]
No more love songs in the night
Only echoes of our fight
Broken dreams they scatter wide
In this alley where I hide
",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
bfd85f89-0303-4520-8d65-889705ad9574,Junkyard Symphony Scraps2 (Remastered),https://suno.com/song/bfd85f89-0303-4520-8d65-889705ad9574,https://cdn1.suno.ai/bfd85f89-0303-4520-8d65-889705ad9574.mp3,https://cdn2.suno.ai/image_bfd85f89-0303-4520-8d65-889705ad9574.jpeg,3:11,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:19 AM",4,,soulful inspired acoustic,"[Verse]
In the junkyard where I played
With the scraps and broken dreams
Found a world where music stayed
In the quiet metal seams

[Verse 2]
Old cans would be my drums
Broken strings would be my tune
For every beat my heart thums
In the light of the junkyard moon

[Chorus]
Play my junkyard symphony
Hear the magic in the night
Raise our hands in unity
Feel the hope and see the light

[Verse 3]
When the shadows start to creep
And the world begins to fade
From the silence deep deep deep
Music always finds its way

[Bridge]
With a song we fight the dark
Raise our voice in harmony
Every note will make its mark
In our junkyard symphony

[Chorus]
Play my junkyard symphony
Hear the magic in the night
Raise our hands in unity
Feel the hope and see the light",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
b90da645-e515-4377-9b05-01fe8d38f6a3,Junkyard Symphony Scraps (Remastered),https://suno.com/song/b90da645-e515-4377-9b05-01fe8d38f6a3,https://cdn1.suno.ai/b90da645-e515-4377-9b05-01fe8d38f6a3.mp3,https://cdn2.suno.ai/image_b90da645-e515-4377-9b05-01fe8d38f6a3.jpeg,3:11,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:19 AM",5,,soulful inspired acoustic,"[Verse]
In the junkyard where I played
With the scraps and broken dreams
Found a world where music stayed
In the quiet metal seams

[Verse 2]
Old cans would be my drums
Broken strings would be my tune
For every beat my heart thums
In the light of the junkyard moon

[Chorus]
Play my junkyard symphony
Hear the magic in the night
Raise our hands in unity
Feel the hope and see the light

[Verse 3]
When the shadows start to creep
And the world begins to fade
From the silence deep deep deep
Music always finds its way

[Bridge]
With a song we fight the dark
Raise our voice in harmony
Every note will make its mark
In our junkyard symphony

[Chorus]
Play my junkyard symphony
Hear the magic in the night
Raise our hands in unity
Feel the hope and see the light",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
9e332f32-de31-40bb-9cec-c4b195b81b82,Recycled Symphony2.1 (Remastered),https://suno.com/song/9e332f32-de31-40bb-9cec-c4b195b81b82,https://cdn1.suno.ai/9e332f32-de31-40bb-9cec-c4b195b81b82.mp3,https://cdn2.suno.ai/image_9e332f32-de31-40bb-9cec-c4b195b81b82.jpeg,3:02,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:19 AM",2,,folk percussive,"[Verse]
Broken bottles make a sound
Cans and lids we gathered 'round
Junkyard piles turned to gold
He showed a story to be told

[Verse 2]
Strings from wires strummed with care
Keys from pipes everywhere
He found rhythm in the waste
Gave each piece a special place

[Chorus]
Recycled symphony
Playing for you and me
Turn the trash to timeless truth
Music from the old to new

[Verse 3]
Hearts and hands came to play
Instruments of every kind
Together we made music strong
Finding beauty in the wrong

[Bridge]
With every beat we take a stand
Inspire hope across this land
From the wreckage we arise
With harmony we touch the skies

[Chorus]
Recycled symphony
Playing for you and me
Turn the trash to timeless truth
Music from the old to new",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
966b6bf8-ec0a-4206-8a34-02c87ac753b1,Recycled Symphony2 (Remastered),https://suno.com/song/966b6bf8-ec0a-4206-8a34-02c87ac753b1,https://cdn1.suno.ai/966b6bf8-ec0a-4206-8a34-02c87ac753b1.mp3,https://cdn2.suno.ai/image_966b6bf8-ec0a-4206-8a34-02c87ac753b1.jpeg,3:02,AvaTar ArTs,https://suno.com/@avatararts,"December 4, 2024 at 10:19 AM",1,,folk percussive,"[Verse]
Broken bottles make a sound
Cans and lids we gathered 'round
Junkyard piles turned to gold
He showed a story to be told

[Verse 2]
Strings from wires strummed with care
Keys from pipes everywhere
He found rhythm in the waste
Gave each piece a special place

[Chorus]
Recycled symphony
Playing for you and me
Turn the trash to timeless truth
Music from the old to new

[Verse 3]
Hearts and hands came to play
Instruments of every kind
Together we made music strong
Finding beauty in the wrong

[Bridge]
With every beat we take a stand
Inspire hope across this land
From the wreckage we arise
With harmony we touch the skies

[Chorus]
Recycled symphony
Playing for you and me
Turn the trash to timeless truth
Music from the old to new",v4,https://suno.com/playlist/aefebbd9-09e6-4da6-bd85-b4a827f5f0f4,"dataset_suno-ai-scraper_05-48-24-634.csv, dataset_suno-ai-scraper_2025-03-08_05-48-24-634.csv, suno-scrape - dataset_suno-ai-scraper_2025-03-08_21-09-00-670.csv, suno-scrape - short-dataset.csv, suno_from_html.csv, suno_merged_master_20250904-143205.csv"
